Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name
BN12 5PR,Yes,50.803878,-0.444431,509710,101633,TQ097016,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5PS,Yes,50.804233,-0.444107,509732,101673,TQ097016,"Ferring","Ferring",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5PT,Yes,50.803657,-0.443346,509787,101610,TQ097016,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5PU,Yes,50.805757,-0.445732,509614,101840,TQ096018,"Ferring","Ferring",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5PW,Yes,50.804995,-0.443259,509790,101759,TQ097017,"Ferring","Ferring",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5PX,Yes,50.805841,-0.447304,509503,101847,TQ095018,"Ferring","Ferring",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5PY,Yes,50.806642,-0.446014,509592,101938,TQ095019,"Ferring","Ferring",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5PZ,Yes,50.807455,-0.445633,509617,102029,TQ096020,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5QA,Yes,50.806567,-0.44376,509751,101933,TQ097019,"Ferring","Ferring",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5QB,Yes,50.807045,-0.444525,509696,101985,TQ096019,"Ferring","Ferring",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5QD,Yes,50.803253,-0.446127,509592,101561,TQ095015,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5QE,Yes,50.803278,-0.441968,509885,101570,TQ098015,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5QF,Yes,50.803319,-0.442293,509862,101574,TQ098015,"Ferring","Ferring",2000-12-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5QG,Yes,50.807285,-0.450407,509281,102003,TQ092020,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5QH,Yes,50.805141,-0.449456,509353,101766,TQ093017,"Ferring","Ferring",1983-07-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5QJ,Yes,50.80671,-0.449773,509327,101940,TQ093019,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5QL,Yes,50.805773,-0.451011,509242,101834,TQ092018,"Ferring","Ferring",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5QN,Yes,50.806194,-0.448868,509392,101884,TQ093018,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5QP,Yes,50.80479,-0.448787,509401,101728,TQ094017,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5QQ,Yes,50.807296,-0.449882,509318,102005,TQ093020,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5QR,Yes,50.805181,-0.447766,509472,101773,TQ094017,"Ferring","Ferring",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5QS,Yes,50.803483,-0.448518,509423,101583,TQ094015,"Ferring","Ferring",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5QT,Yes,50.804731,-0.449768,509332,101720,TQ093017,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5QU,Yes,50.803562,-0.450403,509290,101589,TQ092015,"Ferring","Ferring",1980-01-01,,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5QW,Yes,50.805711,-0.449683,509336,101829,TQ093018,"Ferring","Ferring",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5QX,Yes,50.803419,-0.451855,509188,101571,TQ091015,"Ferring","Ferring",1980-01-01,,4,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5QY,Yes,50.804135,-0.451562,509207,101651,TQ092016,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5QZ,Yes,50.805458,-0.451646,509198,101798,TQ091017,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5RA,Yes,50.805346,-0.452742,509121,101784,TQ091017,"Ferring","Ferring",1980-01-01,,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5RB,Yes,50.807273,-0.452224,509153,101999,TQ091019,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5RD,Yes,50.808981,-0.452835,509106,102188,TQ091021,"Ferring","Ferring",1980-01-01,,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 5RE,Yes,50.807699,-0.453119,509089,102045,TQ090020,"Ferring","Ferring",1980-01-01,,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5RF,Yes,50.808271,-0.451524,509200,102111,TQ092021,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5RG,Yes,50.808857,-0.452342,509141,102175,TQ091021,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5RH,Yes,50.809888,-0.451371,509207,102291,TQ092022,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5RL,No,50.816206,-0.447003,509500,103000,TQ095029,"Ferring","Ferring",1993-01-01,1995-01-01,7,England,2020-06-03,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01031423,"Arun 008C"
BN12 5RN,Yes,50.816819,-0.445762,509586,103070,TQ095030,"Ferring","Ferring",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031424,"Arun 008D"
BN12 5RP,Yes,50.815732,-0.447913,509437,102946,TQ094029,"Ferring","Ferring",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 5RQ,Yes,50.809255,-0.451108,509227,102221,TQ092022,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 5RR,Yes,50.81644,-0.447662,509453,103025,TQ094030,"Ferring","Ferring",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 5RS,Yes,50.815852,-0.449471,509327,102957,TQ093029,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 5RT,Yes,50.816601,-0.448949,509362,103041,TQ093030,"Ferring","Ferring",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 5RU,Yes,50.816644,-0.450225,509272,103044,TQ092030,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 5RW,Yes,50.81577,-0.445328,509619,102954,TQ096029,"Ferring","Ferring",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031424,"Arun 008D"
BN12 5RX,Yes,50.8163,-0.450662,509242,103005,TQ092030,"Ferring","Ferring",1984-10-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 5RY,No,50.811242,-0.444968,509655,102451,TQ096024,"Ferring","Ferring",1987-04-01,1999-06-01,9,England,2020-06-03,"Postcode sector mean (mainly PO Boxes)",E01031424,"Arun 008D"
BN12 5SD,No,50.811242,-0.444968,509655,102451,TQ096024,"Ferring","Ferring",1996-12-01,1997-12-01,9,England,2020-06-03,"Postcode sector mean (mainly PO Boxes)",E01031424,"Arun 008D"
BN12 5SH,No,50.814389,-0.445644,509600,102800,TQ095027,"Ferring","Ferring",1990-07-01,1991-12-01,6,England,2020-06-03,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01031424,"Arun 008D"
BN12 5SJ,No,50.811242,-0.444968,509655,102451,TQ096024,"Ferring","Ferring",1996-12-01,2000-06-01,9,England,2020-06-03,"Postcode sector mean (mainly PO Boxes)",E01031424,"Arun 008D"
BN12 5SL,No,50.811242,-0.444968,509655,102451,TQ096024,"Ferring","Ferring",1997-12-01,1998-12-01,9,England,2020-06-03,"Postcode sector mean (mainly PO Boxes)",E01031424,"Arun 008D"
BN12 5SR,No,50.811242,-0.444968,509655,102451,TQ096024,"Ferring","Ferring",2000-06-01,2000-09-01,9,England,2020-06-03,"Postcode sector mean (mainly PO Boxes)",E01031424,"Arun 008D"
BN12 5SS,Yes,50.803369,-0.440645,509978,101582,TQ099015,"Ferring","Ferring",2009-03-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031422,"Arun 008B"
BN12 6FD,Yes,50.819573,-0.455356,508904,103362,TQ089033,"Ferring","Ferring",2017-08-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6FJ,Yes,50.819235,-0.455637,508885,103324,TQ088033,"Ferring","Ferring",2017-08-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6FL,Yes,50.819279,-0.456189,508846,103328,TQ088033,"Ferring","Ferring",2017-11-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6GD,Yes,50.817717,-0.44701,509496,103168,TQ094031,"Ferring","Ferring",2008-04-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6PB,Yes,50.820386,-0.453541,509030,103455,TQ090034,"Ferring","Ferring",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6PD,Yes,50.820482,-0.445271,509612,103478,TQ096034,"Ferring","Ferring",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6PG,Yes,50.822245,-0.444549,509659,103675,TQ096036,"Ferring","Ferring",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6PH,Yes,50.820583,-0.447497,509455,103486,TQ094034,"Ferring","Ferring",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6PJ,Yes,50.819885,-0.450444,509249,103404,TQ092034,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6PL,Yes,50.819976,-0.451875,509148,103412,TQ091034,"Ferring","Ferring",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6PN,Yes,50.818148,-0.462583,508398,103193,TQ083031,"Angmering & Findon","Angmering",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031388,"Arun 005A"
BN12 6PP,Yes,50.822227,-0.45605,508849,103656,TQ088036,"Angmering & Findon","Angmering",1980-01-01,,9,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031388,"Arun 005A"
BN12 6PU,Yes,50.817338,-0.448925,509362,103123,TQ093031,"Ferring","Ferring",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6PW,Yes,50.820012,-0.45866,508670,103406,TQ086034,"Angmering & Findon","Angmering",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031388,"Arun 005A"
BN12 6PX,Yes,50.81741,-0.451634,509171,103127,TQ091031,"Ferring","Ferring",1980-01-01,,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6PY,Yes,50.817416,-0.454842,508945,103123,TQ089031,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6PZ,Yes,50.817985,-0.454312,508981,103187,TQ089031,"Ferring","Ferring",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6QA,Yes,50.818117,-0.452732,509092,103204,TQ090032,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6QB,Yes,50.81871,-0.453422,509042,103269,TQ090032,"Ferring","Ferring",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6QD,Yes,50.81939,-0.452448,509109,103346,TQ091033,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6QE,Yes,50.819471,-0.45378,509015,103353,TQ090033,"Ferring","Ferring",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6QF,Yes,50.818918,-0.454153,508990,103291,TQ089032,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6QG,Yes,50.817583,-0.450435,509255,103148,TQ092031,"Ferring","Ferring",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6QH,Yes,50.819419,-0.451283,509191,103351,TQ091033,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6QJ,Yes,50.817881,-0.44919,509342,103183,TQ093031,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6QL,Yes,50.818615,-0.44748,509461,103267,TQ094032,"Ferring","Ferring",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6QN,Yes,50.8193,-0.448363,509397,103342,TQ093033,"Ferring","Ferring",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6QP,Yes,50.81901,-0.448202,509409,103310,TQ094033,"Ferring","Ferring",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6QQ,Yes,50.81842,-0.451231,509197,103240,TQ091032,"Ferring","Ferring",1980-01-01,,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6QR,Yes,50.818863,-0.449996,509283,103291,TQ092032,"Ferring","Ferring",1980-01-01,,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031423,"Arun 008C"
BN12 6QS,Yes,50.820803,-0.444394,509673,103515,TQ096035,"Ferring","Ferring",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031424,"Arun 008D"
